Item,Description,Type,Lot No.,Exp Date,Cost,Quantity On Hand,Quantity On Sales Order,Quantity On Purchase Order,U/M
Other Products:AF100C (AF24094BG40),Anbio AF100C Single Channel,Inventory Part,AF24094BG40,, 0.00 ,1.00,1.00,0.00,unit (unit)
Other Products:AF100C (AF25014B162),Anbio AF100C Single Channel,Inventory Part,AF25014B162,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AF100C (AF25014B164),Anbio AF100C Single Channel,Inventory Part,AF25014B164,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AF100C (AF25014B173),Anbio AF100C Single Channel,Inventory Part,AF25014B173,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AF100C (AF25014B182),Anbio AF100C Single Channel,Inventory Part,AF25014B182,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AF100C (AF25014B216),Anbio AF100C Single Channel,Inventory Part,AF25014B216,, 0.00 ,1.00,0.00,0.00,unit (unit)
Other Products:AF100C (AF25014B232),Anbio AF100C Single Channel,Inventory Part,AF25014B232,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AF100C (AF25024B314),Anbio AF100C Single Channel,Inventory Part,AF25024B314,, 0.00 ,1.00,0.00,0.00,unit (unit)
Other Products:AF100C (AF25024B326),Anbio AF100C Single Channel,Inventory Part,AF25024B326,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AF1200 (AF24103B280),Anbio AF1200 (12Channel),Inventory Part,AF24103B280,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:Alcohol,LP Alcohol,Inventory Part,,, 450.00 ,0.00,0.00,0.00,gallon (gal)
Other Products:Alcohol 70%,Alcohol 70%,Inventory Part,,, 0.00 ,0.00,0.00,0.00,bottle (bottle)
Other Products:Anti-Sera (A&B),Anti-Sera (A&B),Inventory Part,,, 0.00 ,0.00,0.00,0.00,Set (set)
"Other Products:Antigen (W196P0010, 2022-12-16)",Wondfo 2019-nCoV Antigen 20T,Inventory Part,W196P0010,2022-12-16, 780.00 ,0.00,0.00,0.00,kit (kit)
Other Products:AS-120 (AES2K2KH07144),Bioelab AS-120 Automated Chemistry Analyzer,Inventory Part,AES2K2KH07144,," 175,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:AS-120 (AES2K2KH07145),Bioelab AS-120 Automated Chemistry Analyzer (AES2K2KH07145),Inventory Part,,," 175,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:AS-120 (AES2K2KH07146),Bioelab AS-120 Automated Chemistry Analyzer (AES2K2KH07146),Inventory Part,,," 175,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:AS-120 (AES2K2KH07147),Bioelab AS-120 Automated Chemistry Analyzer (AES2K2KH07147),Inventory Part,,," 175,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:AS-120 (AES2K2KH07148),Bioelab AS-120 Automated Chemistry Analyzer,Inventory Part,AES2K2KH07148,," 175,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:AS-120 (RR-00441),Bioelab AS-120 Disposable Cuvette (10 Seg),Inventory Part,,, 21.00 ,276.00,47.00,0.00,pc (pc)
Other Products:AS-280 (AES2K1KH03152),AS-280 Fully Automated Chemistry Analyzer (AES2K1KH03152),Inventory Part,,," 260,000.00 ",0.00,0.00,0.00,unit (unit)
Other Products:AS-280 (RR-00441),Bioelab AS-280 Sample Cups,Inventory Part,,, 2.60 ,400.00,0.00,0.00,pc (pc)
Other Products:AS-280 Cuvette  (RR-00441),Bioelab AS-280  Cuvette  (RR-00441),Inventory Part,,," 2,002.00 ",-2.00,0.00,0.00,pc (pc)
Other Products:AS-280 Lamp (RR-00441),Bioelab AS-280 Lamp Assembly (RR-00441),Inventory Part,,," 4,550.00 ",0.00,0.00,0.00,pc (pc)
Other Products:AS-280 Liquid (RR-00441),Bioelab AS-280 Liquid Level Detection Board (RR-00441),Inventory Part,,," 9,750.00 ",1.00,0.00,0.00,pc (pc)
Other Products:AS-280 Mixer (RR-00441),Bioelab AS-280 Mixer (RR-00441),Inventory Part,,," 1,950.00 ",1.00,0.00,0.00,pc (pc)
Other Products:AS-280 Mixing (RR-00441),Bioelab AS-280 Mixing Motor (RR-00441),Inventory Part,,," 1,950.00 ",1.00,0.00,0.00,pc (pc)
Other Products:AS-280 Needle (RR-00441),Bioelab AS-280 Washing Needle (Double)  (RR-00441),Inventory Part,,, 455.00 ,1.00,0.00,0.00,pc (pc)
Other Products:AS-280 Needle S(RR-00441),Bioelab AS-280 Washing Needle (Single) (RR-00441),Inventory Part,,, 325.00 ,1.00,0.00,0.00,pc (pc)
Other Products:AS-280 Sample (RR-00441),Bioelab AS-280 Sample Probe (RR-00441),Inventory Part,,," 8,450.00 ",1.00,0.00,0.00,pc (pc)
Other Products:AS-280 Suction (RR-00441),Bioelab AS-280 Suction Tube Sample 150cm (RR-00441),Inventory Part,,, 780.00 ,2.00,0.00,0.00,pc (pc)
Other Products:AS-280 Syringe(RR-00441),Bioelab AS-280 Syringe (RR-00441),Inventory Part,,," 6,500.00 ",1.00,0.00,0.00,pc (pc)
Other Products:AS-280(AES2K1KH01047),Bioelab AS-280 Fully Auto Chemistry Analyzer (AES2K1KH01047),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AS-280(AES2K1KH05097),Bioelab AS-280 Fully Auto Chemistry Analyzer (AES2K1KH05097),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:AS-280(AESK1KH01048),Bioelab AS-280 Fully Auto Chemistry Analyzer (AES2K1KH01048) - DR PAOLO - DR18821,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:Aspirator Bulb,Aspirator Bulb,Inventory Part,,, 35.00 ,2.00,0.00,0.00,pc (pc)
Other Products:Auto Reader (231124080009),FulCare Auto Reader,Inventory Part,231124080009,," 78,000.00 ",0.00,0.00,0.00,unit (unit)
Other Products:Auto Reader (231124080010),FulCare Auto Reader,Inventory Part,231124080010,," 78,000.00 ",0.00,0.00,0.00,unit (unit)
Other Products:Battery Ram,Battery Ram (Memory Module) for 1904 Semi Automated Chemistry Analyzer,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Other Products:Benedicts Solution,LP Benedicts Solution 500ml - TRISTAN TENGCO & DR. PAOLO,Inventory Part,,, 218.00 ,0.00,0.00,0.00,bottle (bottle)
Other Products:BG (PT1000A1WA24040004),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24040004,," 210,000.00 ",0.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24040006),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24040006,," 210,000.00 ",0.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24040012),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24040012,," 210,000.00 ",0.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24040013),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24040013,," 210,000.00 ",0.00,1.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24040026),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24040026,," 210,000.00 ",0.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24090018),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24090018,," 204,166.90 ",-1.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24090019),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24090019,," 204,166.90 ",-1.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24090021),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24090021,," 204,166.90 ",0.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24090023),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24090023,," 204,166.90 ",1.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24090024),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24090024,," 204,166.90 ",0.00,0.00,0.00,unit (unit)
Other Products:BG (PT1000A1WA24090030),EDiagnosis Blood Gas Analyzer,Inventory Part,PT1000A1WA24090030,," 204,166.90 ",0.00,0.00,0.00,unit (unit)
Other Products:BG (PT100A1WA24090018),EDiagnosis Blood Gas Analyzer,Inventory Part,PT100A1WA24090018,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:BG (PT100A1WA24090019),EDiagnosis Blood Gas Analyzer,Inventory Part,PT100A1WA24090019,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:BG (PT100A1WA24090021),EDiagnosis Blod Gas Analyzer,Inventory Part,PT100A1WA24090021,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:BG (PT100A1WA24090023),EDiagnosis Blood Gas Analyzer,Inventory Part,PT100A1WA24090023,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:BG (PT100A1WA24090024),EDiagnosis Blood Gas Analyzer,Inventory Part,PT100A1WA24090024,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:BG (PT100A1WA24090030),EDiagnosis Blood Gas Analyzer,Inventory Part,PT100A1WA24090030,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:BG (PT100A4WA240015),EDiagnosis Blood Gas Analyzer,Inventory Part,PT100A4WA240015,, 0.00 ,1.00,0.00,0.00,unit (unit)
"Other Products:BHCG (D025021R01, 2026-12-03)",Anbio B-HCG,Inventory Part,D025021R01,2026-12-03," 2,450.00 ",0.00,0.00,0.00,kit (kit)
Other Products:Blood Typing Sera,LP Blood Typing Sera D,Inventory Part,,, 750.00 ,0.00,0.00,0.00,bottle (bottle)
Other Products:Blue  Tips,LP Blue Tips 250pcs,Inventory Part,,, 234.00 ,0.00,0.00,0.00,Pack (pck)
"Other Products:Blue Sc(0000659082, 2024-12-31)",Blue Screen Dual MET&THC Test 40's,Inventory Part,0000659082,2024-12-31," 2,280.00 ",0.00,0.00,0.00,kit (kit)
"Other Products:Blue Scr(DOA2022044,2024-01-31)","Blue Screen Dual MET&THC 40T DOA2022044,2024-01-31)",Inventory Part,,," 2,035.71 ",0.00,0.00,0.00,kit (kit)
Other Products:Blue Screen,LP Blue Screen Dual MET & THC Test 40's,Inventory Part,,," 2,280.00 ",0.00,0.00,0.00,kit (kit)
Other Products:C9-002,Zarephath Calcium Filling Solution 15ml,Inventory Part,20240815,2026-08-14," 3,102.00 ",0.00,0.00,0.00,bottle (bottle)
Other Products:CA- ISE (241008),Zarephath Calcium Electrodes(Ca),Inventory Part,241008,," 16,850.00 ",0.00,0.00,0.00,pc (pc)
Other Products:CA-003,Biocare Calcium Filling Solution 15ml,Inventory Part,,,"2,688.919",0.00,0.00,0.00,bottle (bottle)
Other Products:CA-ISE,Biocare Calcium Electrodes,Inventory Part,,,"14,029.161",0.00,0.00,0.00,pc (pc)
Other Products:CA-ISE (241009),Zarephath Calcium Electrodes (Ca),Inventory Part,241009,, 0.00 ,0.00,0.00,0.00,pc (pc)
"Other Products:Ca (20230215, 2025-02-14)",Ca Filling Solution,Inventory Part,20230215,2025-02-14," 3,012.00 ",0.00,0.00,0.00,pc (pc)
"Other Products:Ca (20231115, 2025-11-14)",Ca Electrode Filling Solution,Inventory Part,20231115,2025-11-14," 3,012.00 ",0.00,0.00,0.00,pc (pc)
"Other Products:CardiacH(2024040111,2025-11-14)",Mindray CL900i Cardiac Multi Control (L),Inventory Part,2024040111,2025-11-14," 6,732.00 ",0.00,0.00,0.00,kit (kit)
"Other Products:Cartridge (20241001,2025-03-29)",EDiagnosis Blood Gas Testing Cartridge 120T,Inventory Part,20241001 (EXPIRED),2025-03-29, 151.90 ,1.00,1.00,0.00,kit (kit)
"Other Products:Cartridge (20241119,2025-05-17)",EDiagnosis Blood Gas Testing Cartridge 120T (PT4H),Inventory Part,20241119,2025-05-17, 151.90 ,1.00,0.00,0.00,kit (kit)
"Other Products:Cartridge (20250225,2025-08-23)",EDiagnosis Blood Gas Testing Cartridge 120T (PT4H),Inventory Part,20250225,2025-08-23, 0.00 ,0.00,0.00,0.00,kit (kit)
"Other Products:Cartridge (20250407,2025-10-03)",EDiagnosis Blood Gas Testing Cartridge 60T (PT5),Inventory Part,20250407,2025-10-03," 14,000.00 ",1.00,0.00,0.00,kit (kit)
"Other Products:Cartridge(20241119,2025-05-17)",EDiagnosis Blood Gas Testing Cartridge 60T (PT4H),Inventory Part,20241119,2025-05-17, 0.00 ,0.00,0.00,0.00,kit (kit)
"Other Products:Cartridge5(20241119,2025-05-17)",Ediagnosis Blood Gas Testing Cartridge 120T (PT5),Inventory Part,20241119,2025-05-17, 0.00 ,-1.00,0.00,0.00,kit (kit)
"Other Products:Cartridge5(20250407,2025-10-03)",Ediagnosis Blood Gas Testing Cartridge 120T (PT5),Inventory Part,20250407,2025-10-03," 12,600.00 ",12.00,0.00,0.00,kit (kit)
Other Products:CDU Fan,CDU Fan,Inventory Part,,, 300.00 ,0.00,0.00,0.00,pc (pc)
"Other Products:CEA (3032019, 2027-01-05)",Anbio CEA 1x25,Inventory Part,3032019,2027-01-05," 3,500.00 ",1.00,1.00,0.00,kit (kit)
Other Products:Cedar Wood Oil,LP Cedar Wood Oil 100ml - TRISTAN TENGCO & DR. PAOLO,Inventory Part,,," 2,070.00 ",0.00,0.00,0.00,bottle (bottle)
Other Products:Cell Counter,LP Cell Counter,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Other Products:Chemwell (4507),Chemwell Auto Analyzer (4507),Inventory Part,,," 812,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:Citotest Virus Collection,"Citotest Virus Collection Set, 10ml with 3ml VTM Medium",Inventory Part,,, 120.00 ,0.00,0.00,0.00,pc (pc)
"Other Products:CK-MB (M006005H01, 2026-03-18)",Anbio CK-MB,Inventory Part,M006005H01,2026-03-18," 2,800.00 ",0.00,0.00,0.00,kit (kit)
Other Products:CL-  ISE (240412),Zarephath Chloride Electrodes (Cl),Inventory Part,240412,," 15,600.00 ",0.00,0.00,0.00,pc (pc)
Other Products:CL- ISE,Zarephath Chloride Electrodes,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Other Products:CL-ISE,Biocare Chloride Electrodes,Inventory Part,,,"12,860.063",0.00,0.00,0.00,pc (pc)
Other Products:CL - ISE (24011),Zarephath Chloride Electrodes (Cl),Inventory Part,24011,, 0.00 ,0.00,0.00,0.00,pc (pc)
Other Products:Cl Elec (CL-ISE),Cl Ion Selective Electrode (CL-ISE) - QC-HEALTH,Inventory Part,,," 14,403.27 ",0.00,0.00,0.00,pc (pc)
Other Products:Clay Sealer,LP Clay Sealer - DR. PAOLO,Inventory Part,,, 250.00 ,0.00,0.00,0.00,pc (pc)
Other Products:Clea (WCS-006),Cleaning Solution (WCS-006) - (OLD SI12935) &(-NEW P.O QC-HEALTH),Inventory Part,,," 3,011.59 ",0.00,0.00,0.00,pc (pc)
"Other Products:Control (2407011, 2025-06-30)","EDiagnosis Blood Gas, Electrolyte, Metabolite Control",Inventory Part,2407011,2025-06-30," 5,880.00 ",-1.00,0.00,0.00,Set (set)
"Other Products:Control (2409301, 2025-09-29)","EDiagnosis Blood Gas, Electrolyte, Metabolite Control",Inventory Part,2409301,2025-09-29,65.33333,41.00,0.00,0.00,Set (set)
"Other Products:Control (2502251, 2026-02-24)","EDiagnosis Blood Gas, Electrolyte, Metabolite Control",Inventory Part,2502251,2026-02-24," 5,250.00 ",3.00,0.00,0.00,Set (set)
"Other Products:Control(2409301, 2025-09-29)","EDiagnosis Blood Gas, Electrolyte, Metabolite Control",Inventory Part,2409301,2025-09-29, 0.00 ,0.00,0.00,0.00,Set (set)
Other Products:Cotton 40g,Cotton 40g,Inventory Part,,, 0.00 ,0.00,0.00,0.00,Roll (roll)
Other Products:Counting Chamber,"LP Counting Chamber, Improved Neubauer",Inventory Part,,,797.19643,0.00,0.00,0.00,pc (pc)
Other Products:CPU,Central Processing Unit (CPU),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:Crescent Hema,"SS Crescent Hema Stain 500ml  (MS821304, 2024-03-31) - QC HEALTH",Inventory Part,,," 2,204.00 ",0.00,0.00,0.00,Set (set)
"Other Products:CRP (M011011H01, 2026-03-18)",Anbio CRP 1x25,Inventory Part,M011011H01,2026-03-18," 1,800.00 ",1.00,1.00,0.00,kit (kit)
"Other Products:Daily (20240614, 2026-06-13)",Daily Cleaning Solution,Inventory Part,20240614,2026-06-13," 3,973.00 ",0.00,0.00,0.00,pc (pc)
Other Products:DCS-006,Zarephath Daily Cleaning Solution 100ml,Inventory Part,20250314,2027-03-13," 4,045.00 ",0.00,0.00,0.00,bottle (bottle)
Other Products:DD3 4 GB,DD3 4GB RAM Memory,Inventory Part,,," 2,200.00 ",0.00,0.00,0.00,pc (pc)
Other Products:DF51 (DM1104B2149001),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2149001,, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2152040),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2152040,," 305,500.00 ",1.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2152041),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2152041,," 305,500.00 ",1.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2152042),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2152042,," 305,500.00 ",1.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2152043),Dymind DF51 Auto Hematology Analyzer  (DM1104B2152043),Inventory Part,,," 305,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2153013),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2153013,," 305,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2153014),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2153014,," 305,500.00 ",1.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2153015),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2153015,," 305,500.00 ",1.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2153016),Dymind DF51 Auto Hematology Analyzer (DM1104B2153016),Inventory Part,,," 305,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2153017),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2153017,," 305,500.00 ",0.00,0.00,0.00,unit (unit)
Other Products:DF51 (DM1104B2153018),Dymind DF51 Auto Hematology Analyzer,Inventory Part,DM1104B2153018,," 305,500.00 ",1.00,0.00,0.00,unit (unit)
"Other Products:DiluentCS (221130, 2025-06-14)",Bioelab Diluent 20L,Inventory Part,221130,2025-06-14, 0.00 ,0.00,0.00,0.00,box (box)
Other Products:Drabskin Reagents,LP Drabskin Reagents 500ml - DR. PAOLO,Inventory Part,,, 207.00 ,0.00,0.00,0.00,bottle (bottle)
Other Products:E9 Exhaust Fan,Uniper E9 Exhaust Fan  (To transfer Uniper Inventory),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Other Products:E9 PSU/Ex. Fan,Uniper E9 PSU/Peltier Fan (To transfer Uniper Inventory),Inventory Part,,, 0.00 ,2.00,0.00,0.00,pc (pc)
Other Products:EC-38 (EC382203J017),Bioelab EC-38 Automated Hematology Analyzer  (EC382203J017),Inventory Part,,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J018),Bioelab EC-38 Automated Hematology Analyzer,Inventory Part,EC382203J018,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J019),Bioelab EC-38 Automated Hematology Analyzer (EC382203J019) REAL CARE DR20837..,Inventory Part,,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J020),Bioelab EC-38 Automated Hematology Analyzer (EC382203J020) REAL CARE DR20837..,Inventory Part,,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J021),Bioelab EC-38 Automated Hematology  Analyzer (EC382203J021),Inventory Part,,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J022),Bioelab EC-38 Automated Hematology Analyzer (EC382203J022),Inventory Part,,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J023),Bioelab EC-38 Automated Hematology Analyzer (EC382203J023),Inventory Part,,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J024),Bioelab EC-38 Automated Hematology Analyzer,Inventory Part,EC382203J024,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J025),Bioelab EC-38 Automated Hematology Analyzer (EC382203J025),Inventory Part,,," 118,181.70 ",0.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J026),Bioelab EC-38 Automated Hematology Analyzer,Inventory Part,EC382203J026,," 118,181.70 ",1.00,0.00,0.00,unit (unit)
Other Products:EC-38 (EC382203J027),Bioelab EC-38 Automated Hematology Analyzer,Inventory Part,EC382203J027,," 118,181.70 ",1.00,0.00,0.00,unit (unit)
Other Products:EDTA K3,EDTA K3,Inventory Part,,, 420.00 ,0.00,0.00,0.00,trays (trays)
Other Products:Edta Tube,LP EdtaTube - TRISTAN TENGCO & DR. PAOLO,Inventory Part,,, 400.00 ,0.00,0.00,0.00,box (box)
Other Products:Electrolyte Analyzer (02036034),EDiagnosis Electrolyte Analyzer,Inventory Part,02036034,, 0.00 ,1.00,0.00,0.00,unit (unit)
Other Products:Electronic Timer,LP Timer - DR. PAOLO,Inventory Part,,, 700.00 ,0.00,0.00,0.00,pc (pc)
"Other Products:EO (UGB10401, 2025-11-30)",FulCare EO Sterilization,Inventory Part,UGB10401,2025-11-30," 6,500.00 ",1.00,0.00,0.00,kit (kit)
Other Products:ES-100C (ES1002109CN297),Bioelab ES-100C Semi-Auto Chemistry Analyzer,Inventory Part,ES1002109CN297 - CEBU,Healthcheck - DR16953," 48,750.00 ",1.00,1.00,0.00,unit (unit)
Other Products:ES-100C Casette (RR-00441),Bioelab ES-100C Pump Casette (RR-00441),Inventory Part,,," 2,275.00 ",5.00,0.00,0.00,pc (pc)
Other Products:ES-100C Coag (RR-00441),Bioelab ES-100C Coag Cuvette (RR-00441),Inventory Part,,, 3.25 ,0.00,0.00,0.00,pc (pc)
Other Products:ES-100C Flowcell (RR-00441),Bioelab ES-100C Flowcell (RR-00441),Inventory Part,,," 6,500.00 ",1.00,0.00,0.00,pc (pc)
Other Products:ES-100C Motor (RR-00441),Bioelab ES-100C Pump Motor (RR-00441),Inventory Part,,," 1,300.00 ",1.00,0.00,0.00,pc (pc)
Other Products:ES-100C Pump (RR-00441),Bioelab ES-100C Pump Tube  (RR-00441),Inventory Part,,, 650.00 ,9.00,0.00,0.00,pc (pc)
Other Products:ES-100C Tubing (RR-00441),Bioelab ES-100C Complete Tubing Set (RR-00441),Inventory Part,,," 1,300.00 ",2.00,0.00,0.00,pc (pc)
Other Products:ESR,LP ESR Tube w/ Na Citrate,Inventory Part,,," 4,725.00 ",0.00,0.00,0.00,box (box)
Other Products:Facemask,Facemask Earloop,Inventory Part,,, 60.00 ,0.00,0.00,0.00,box (box)
"Other Products:FT3 (304917, 2029-06-12)",Anbio FT3 Control Cartridge,Inventory Part,304917,2029-06-12," 2,500.00 ",0.00,0.00,0.00,kit (kit)
"Other Products:FT3 (J049016E01, 2026-06-20)",Anbio FT3,Inventory Part,J049016E01,2026-06-20," 2,450.00 ",11.00,0.00,0.00,kit (kit)
"Other Products:FT3 (M049011H01, 2026-03-19)",Anbio FT3,Inventory Part,M049011H01,2026-03-19, 0.00 ,1.00,1.00,0.00,kit (kit)
"Other Products:FT4 (J050014E01, 2026-06-19)",Anbio FT4,Inventory Part,J050014E01,2026-06-19," 2,450.00 ",0.00,0.00,0.00,kit (kit)
"Other Products:FT4 (M050010H01, 2026-03-19)",Anbio FT4,Inventory Part,M050010H01,2026-03-19, 0.00 ,1.00,1.00,0.00,kit (kit)
Other Products:Genrui Lamp,Uniper/Genrui KT6180/KT6400/KT60 Lamp,Inventory Part,,," 4,095.00 ",24.00,0.00,0.00,pc (pc)
Other Products:Genrui WP21B (0160512224586),Genrui WP21B Semi-Auto Chemistry Analyzer,Inventory Part,0160512224586,," 55,250.00 ",0.00,0.00,0.00,unit (unit)
Other Products:GH-900(I02F00001159),Lifotronic GH-900Plus HbA1C Analyzer,Inventory Part,I02F00001159,Swissmate, 0.00 ,0.00,0.00,0.00,unit (unit)
Other Products:GH-900(I02F00001160),Lifotronic GH-900Plus HbA1C Analyzer (I02F00001160) SAGRADA DR20851..,Inventory Part,,," 278,200.00 ",0.00,0.00,0.00,unit (unit)
Other Products:GH-900(I02F00001161),Lifotronic GH-900Plus HbA1C Analyzer,Inventory Part,I02F00001161,," 278,200.00 ",0.00,0.00,0.00,unit (unit)
Other Products:GH-900(I02F00001162),Lifotronic GH-900Plus HbA1C Analyzer - CEBU,Inventory Part,I02F00001162 - CEBU,," 278,200.00 ",0.00,0.00,0.00,unit (unit)
Other Products:GH-900(I02F00001163),Lifotronic GH-900Plus HbA1C Analyzer,Inventory Part,I02F00001163,," 278,200.00 ",0.00,0.00,0.00,unit (unit)
Other Products:GH-900(I02F00001164),Lifotronic GH-900Plus HbA1C Analyzer,Inventory Part,I02F00001164,," 278,200.00 ",0.00,0.00,0.00,unit (unit)
Other Products:Glass Measuring Pipette,LP Glass Measuring Pipette 10ml,Inventory Part,,, 200.00 ,0.00,0.00,0.00,pc (pc)
Other Products:Gloves,LP Unsterile Disposable Gloves,Inventory Part,,, 380.00 ,0.00,0.00,0.00,box (box)
Other Products:Gloves (M),Nitrile Gloves Medium,Inventory Part,,, 210.00 ,0.00,0.00,0.00,box (box)
